word,frequency
cloudberry,3.55e-07
cloudburst,6.92e-07
clouded,1.15e-05
cloudland,3.63e-07
cloudless,2.88e-06
cloudlet,0.0
cloudscape,2.29e-07
cloudy,3.5499999999999996e-05
clough,7.589999999999999e-06
clout,1.7e-05
clove,8.13e-06
clove hitch,6.21e-08
clove pink,7.93e-08
cloven,1.51e-06
cloven hoof,1.3400000000000001e-08
clover,2.29e-05
cloverleaf,1.0500000000000001e-06
clown,8.51e-05
clown white,8.29e-07
clownery,1.3200000000000002e-07
cloy,3.02e-07
cloying,1.95e-06
club,0.0015799999999999998
club chair,3.74e-06
club foot,5.050000000000001e-06
club moss,7.400000000000001e-07
club sandwich,1.24e-06
club steak,8.810000000000001e-07
club topsail,1.51e-08
clubbable,1.8200000000000002e-07
clubby,5.009999999999999e-07
clubfoot,6.61e-07
clubhaul,0.0
clubhouse,2.57e-05
clubman,1.17e-06
clubwoman,0.0
cluck,2.09e-06
clue,0.00015099999999999998
clueless,3.1599999999999996e-05
clumber spaniel,3.29e-09
clump,8.71e-06
clumsy,2.7499999999999998e-05
clung,9.55e-06
clunk,1.6999999999999998e-06
clupeid,0.0
clupeoid,0.0
cluster,9.769999999999999e-05
clustered,1.23e-05
clutch,7.59e-05
clutter,1.62e-05
clypeate,0.0
clypeus,3.63e-07
clyster,0.0
cm,0.00018600000000000002
cml.,2.45e-06
cnemis,0.0
cnidoblast,0.0
co-,1.62e-05
co-ed,4.47e-06
co-op,2.26e-06
co-opt,7.570000000000001e-07
co-star,7.92e-06
co-worker,2.31e-06
coacervate,0.0
coach,0.0009119999999999999
coach box,4.98e-06
coach dog,5.29e-06
coach horse,3.53e-06
coach house,7.74e-06
coach screw,1.4900000000000001e-06
coach-and-four,7.17e-06
coacher,0.0
coachman,3.4700000000000002e-06
coachwhip,0.0
coachwork,3.8e-07
coact,0.0
coaction,0.0
coactive,0.0
coadjutant,0.0
coadjutor,1.17e-06
coadjutress,0.0
coadjutrix,0.0
coadunate,0.0
coagulant,1.0700000000000001e-06
coagulase,2.82e-07
coagulate,8.71e-07
coagulum,0.0
coal,0.000309
coal car,2.7800000000000005e-06
coal gas,2.37e-06
coal heaver,3.8e-09
coal hole,1.8400000000000002e-06
coal mine,2.4100000000000002e-06
coal oil,2.48e-06
coal scuttle,4.82e-08
coal tar,3.75e-07
coaler,0.0
coalesce,4.27e-06
coalfield,2.1899999999999998e-06
coalfish,0.0
coalition,0.00017
coaly,0.0
coaming,1.74e-07
coaptation,0.0
coarctate,0.0
coarse,2.57e-05
coarse-grained,6.18e-08
coarsen,0.0
coast,0.000741
coast artillery,8.12e-07
coast guard,3.11e-06
coastal,0.000155
coastal plain,9.830000000000002e-07
coaster,4.9e-05
coastguardsman,0.0
coastland,2.04e-07
coastline,3.24e-05
coastward,0.0
coastwise,3.98e-07
coat,0.000229
coat hanger,1.62e-07
coat of arms,1.7e-06
coat of mail,1.59e-06
coated,4.9e-05
coatee,0.0
coati,3.8e-07
coating,5.13e-05
coattail,2.75e-07
coauthor,3.8e-06
coax,9.12e-06
coaxial,6.17e-06
coaxial cable,6.06e-08
cob,1.1e-05
cob money,1.09e-07
cobalt,2.34e-05
cobalt bloom,1.84e-07
cobalt blue,2.3000000000000002e-07
cobalt bomb,2.21e-07
cobalt green,2.3000000000000002e-07
cobaltic,0.0
cobaltite,0.0
cobaltous,0.0
cobber,2.95e-07
cobble,5.25e-06
cobbler,6.61e-06
cobblestone,5.01e-06
cobelligerent,0.0
cobia,4.37e-07
coble,1e-06
cobnut,0.0
cobra,3.24e-05
cobra de capello,2.05e-08
coburg,3.24e-06
cobweb,1.95e-06
cobwebby,1.91e-07
coca,4.37e-05
cocaine,9.55e-05
cocainism,0.0
cocainize,0.0
cocci,5.89e-07
coccid,0.0
coccidioidomycosis,2.0899999999999998e-07
coccidiosis,2.69e-07
coccus,3.31e-07
coccyx,1.41e-06
cochineal,9.77e-07
cochlea,1.86e-06
cochleate,0.0
cock,0.00017
cock of the walk,1.4900000000000001e-06
cock-a-doodle-doo,1.23e-07
cock-a-hoop,2.23e-07
cock-a-leekie,1.51e-09
cock-and-bull story,9.24e-07
cock-of-the-rock,1.4600000000000002e-06
cockade,5.75e-07
cockalorum,0.0
cockatiel,7.939999999999999e-07
cockatoo,3.3099999999999996e-06
cockatrice,5.250000000000001e-07
cockboat,0.0
cockchafer,1.3200000000000002e-07
cockcrow,1.51e-07
cocked hat,8.3e-08
cocker,6.460000000000001e-06
cocker spaniel,3.27e-08
cockerel,2.29e-06
cockeye,0.0
cockeyed,7.76e-07
cockfight,5.89e-07
cockhorse,0.0
cockiness,1.5800000000000001e-06
cockle,2.1899999999999998e-06
cockleboat,0.0
cocklebur,0.0
cockleshell,2e-07
cockloft,0.0
cockney,5.8899999999999995e-06
cockneyfy,0.0
cockneyism,0.0
cockpit,3.98e-05
cockroach,1.45e-05
cockscomb,2.75e-07
cockshy,0.0
cockspur,2.69e-07
cocksure,9.77e-07
cockswain,0.0
cocktail,7.76e-05
cocktail hour,7.38e-07
cocktail lounge,4.0199999999999997e-07
cocktail party,7.570000000000001e-07
cocktail table,7.26e-07
cockup,2.04e-07
cocky,2.45e-05
coco,3.09e-05
cocoa,4.37e-05
cocoa bean,3.0000000000000004e-07
cocoa butter,3.72e-07
coconut,7.59e-05
coconut butter,5.830000000000001e-07
coconut oil,7.15e-07
coconut palm,5.24e-07
cocoon,1.2e-05
cocotte,3.02e-07
cod,7.76e-05
cod-liver oil,4.930000000000001e-07
coda,5.5e-06
coddle,2.09e-06
code,0.0012000000000000001
codeclination,0.0
codeine,7.589999999999999e-06
codex,1.51e-05
codfish,1.4499999999999999e-06
codger,6.17e-07
codices,1.66e-06
codicil,8.51e-07
codification,2.82e-06
codify,2.45e-06
codling,5.5e-07
codling moth,5.4e-09
codon,2.82e-06
codpiece,6.17e-07
coeducation,5.009999999999999e-07
coefficient,2.45e-05
coel-,3.31e-09
coelacanth,5.62e-07
coelenterate,0.0
coelenteron,0.0
coeliac,2.1400000000000003e-06
coelom,2.63e-07
coelostat,0.0
coenesthesia,0.0
coenobite,0.0
coenocyte,0.0
coenosarc,0.0
coenurus,0.0
coenzyme,2.57e-06
coequal,3.72e-07
coerce,7.24e-06
coercion,1.8599999999999998e-05
coercive,9.55e-06
coessential,0.0
coetaneous,0.0
coeternal,1.02e-07
coeternity,0.0
coeval,6.61e-07
coexecutor,0.0
coexist,1.1e-05
coextend,0.0
coextensive,6.61e-07
coff,6.31e-07
coffee,0.000724
coffee break,4.9000000000000005e-06
coffee cup,4.6400000000000005e-06
coffee maker,1.3800000000000001e-06
coffee mill,1.8000000000000001e-06
coffee nut,9.520000000000001e-07
coffee shop,3.71e-06
coffee table,4.4e-06
coffee tree,3.5800000000000005e-06
coffee-colored,1.28e-06
coffeehouse,3.39e-06
coffeepot,5.89e-07
coffer,1.51e-06
cofferdam,4.27e-07
coffin,6.31e-05
coffin bone,5.2e-07
coffin nail,4.54e-07
coffle,0.0
cog,1.02e-05
cog railway,9.88e-08
cog.,1.02e-05
cogency,3.39e-07
cogent,5.13e-06
cogitable,0.0
cogitate,2.34e-07
cogitation,2.34e-07
cogitative,0.0
cognac,8.32e-06
cognate,4.17e-06
cognation,0.0
cognition,2.1900000000000004e-05
cognizable,6.17e-07
cognizance,1.7800000000000001e-06
cognizant,6.61e-06
cognize,3.02e-07
cognomen,6.31e-07
cognoscenti,6.31e-07
cogon,1.23e-07
cogwheel,3.63e-07
cohabit,9.55e-07
coheir,1.91e-07
cohere,9.77e-07
coherence,1.23e-05
coherent,4.2699999999999994e-05
cohesion,1.91e-05
cohesive,2.04e-05
cohobate,0.0
cohort,2.51e-05
cohosh,3.63e-07
cohune,0.0
coif,1.23e-06
coiffeur,2.1399999999999998e-07
coiffure,1.02e-06
coign,0.0
coign of vantage,0.0
coil,5.3700000000000004e-05
coil spring,5.040000000000001e-07
coin,0.000155
coin box,1.3600000000000001e-06
coin silver,1.25e-06
coinage,1.1e-05
coincide,3.09e-05
coincidence,9.120000000000001e-05
coincident,3.39e-06
coincidental,8.910000000000001e-06
coincidentally,1.74e-05
coinstantaneous,0.0
coinsurance,1.15e-06
coinsure,0.0
coir,1.55e-06
coition,2.63e-07
coitus,3.02e-06
coitus interruptus,5.8400000000000005e-09
coke,0.00012
coke oven,5.800000000000001e-07
col,8.91e-05
col-,8.91e-07
col.,8.91e-05
cola,5.4999999999999995e-05
cola nut,3.66e-07
colander,2.34e-06
colatitude,0.0
colcannon,1.8200000000000002e-07
colchicine,1.48e-06
colchicum,4.57e-07
colcothar,0.0
cold,0.0010500000000000002
cold chisel,9.040000000000002e-08
cold comfort,2.06e-06
cold cream,2.9800000000000003e-06
cold cuts,2.1e-06
cold duck,1.4000000000000001e-06
cold feet,5.050000000000001e-06
cold frame,2.7900000000000004e-06
cold front,6.7600000000000005e-06
cold light,7.0300000000000005e-06
cold pack,3.18e-06
cold rubber,1.4600000000000002e-06
cold shoulder,2.4300000000000005e-06
cold snap,1.4000000000000001e-06
cold sore,8.940000000000001e-07
cold steel,3.4400000000000005e-06
cold storage,2.74e-06
cold sweat,1.2200000000000002e-06
cold turkey,2.7e-06
cold war,7.68e-06
cold water,7.96e-06
cold wave,2.9800000000000003e-06
cold-blooded,2.1399999999999998e-07
cold-hearted,5.57e-07
cold-shoulder,2.4300000000000005e-06
cole,0.00015099999999999998
colectomy,4.68e-07
colemanite,0.0
coleopteran,0.0
coleoptile,1.12e-07
coleorhiza,0.0
coleslaw,4.3700000000000005e-06
coleus,7.59e-07
colewort,0.0
colic,4.47e-06
colicroot,0.0
colicweed,0.0
coliseum,1.48e-05
colitis,7.589999999999999e-06
coll.,9.999999999999999e-06
collaborate,3.24e-05
collaboration,0.000191
collaborationist,4.79e-07
collaborative,6.03e-05
collage,2.2400000000000002e-05
collagen,1.78e-05
collapse,0.00015099999999999998
collar,0.00010999999999999999
collar cell,9.55e-07
collarbone,6.03e-06
collard,4.3700000000000005e-06
collat.,1.62e-07
collate,2.6300000000000002e-06
collateral,4.57e-05
collateral trust bond,3.97e-07
collation,4.07e-06
collative,0.0
collator,2.24e-07
colleague,9.55e-05
collect,0.000234
collectanea,3.47e-07
collected,0.000427
collection,0.0009119999999999999
collective,0.0002
collective agreement,1.5800000000000001e-06
collective bargaining,3.58e-07
collective farm,1.4700000000000001e-06
collective noun,3.38e-07
collective ownership,1.1100000000000002e-06
collective security,1.77e-06
collective unconscious,6.06e-07
collectivism,3.02e-06
collectivity,1.51e-06
collectivize,2.1900000000000002e-07
collector,8.13e-05
colleen,1.9999999999999998e-05
college,0.0018599999999999999
collegian,6.92e-07
collegiate,2.57e-05
collegiate church,2.53e-07
collegiate institute,2.4700000000000003e-07
collegium,1.95e-06
collenchyma,0.0
collet,2.09e-06
collide,1.95e-05
collie,9.55e-06
collier,2.34e-05
colliery,8.910000000000001e-06
colligate,0.0
collimate,1.0699999999999999e-07
collimator,5.5e-07
collinear,9.119999999999999e-07
collins,0.000141
collinsia,0.0
collision,8.91e-05
collision course,8.63e-07
collision insurance,8.090000000000001e-07
collision mat,3.89e-07
collocate,1.29e-07
collocation,1.0500000000000001e-06
collocutor,0.0
collodion,7.59e-07
collogue,0.0
colloid,1.55e-06
colloidal,3.89e-06
collop,0.0
colloq.,1.5799999999999999e-07
colloquial,8.51e-06
colloquialism,1.0500000000000001e-06
colloquium,3.4700000000000002e-06
colloquy,8.129999999999999e-07
collotype,1.55e-07
collude,3.0899999999999996e-06
collusion,2.69e-05
collusive,7.24e-07
colly,6.17e-07
collyrium,0.0
collywobbles,1.1500000000000001e-07
colo-,1.91e-07
colobus,6.31e-07
colocynth,0.0
cologarithm,0.0
cologne,3.7199999999999996e-05
colon,3.98e-05
colonel,0.000257
colonial,0.00014800000000000002
colonialism,2.14e-05
colonic,2.6300000000000002e-06
colonist,3.39e-06
colonize,6.03e-06
colonnade,2.57e-06
colony,0.000132
colophon,1.41e-06
colophony,0.0
coloquintida,0.0
color,0.0008129999999999999
color bar,4.2e-06
color blindness,2.66e-07
color filter,1.5400000000000003e-06
color line,6.439999999999999e-06
color scheme,2.55e-06
color sergeant,1.1100000000000002e-06
color-blind,2.35e-06
colorable,4.57e-07
colorado,0.000288
colorant,5.5e-07
coloration,1.02e-05
coloratura,9.119999999999999e-07
colorcast,0.0
colored,0.000155
colorfast,1.23e-07
colorful,6.31e-05
colorific,0.0
colorimeter,2.51e-07
coloring,3.89e-05
coloring book,3.84e-07
colorist,2.1400000000000003e-06
colorless,1.05e-05
colossal,2.34e-05
colosseum,6.92e-06
colossus,1.15e-05
colostomy,2.51e-06
colostrum,1.66e-06
colotomy,0.0
colour,0.000309
colourable,0.0
colpitis,0.0
colporteur,0.0
colpotomy,0.0
colt,3.7199999999999996e-05
colter,2.75e-06
coltish,1.66e-07
coltsfoot,2.1399999999999998e-07
colubrid,1.2e-07
colubrine,0.0
colugo,0.0
columbarium,4.47e-07
columbary,0.0
columbic,0.0
columbine,8.13e-06
columbite,1.86e-07
columbium,0.0
columbous,0.0
columella,1.55e-06
columelliform,0.0
column,0.000214
column inch,1.26e-06
columnar,2.51e-06
columniation,0.0
columnist,3.8e-05
colure,0.0
coly,2.04e-07
colza,1.17e-07
colza oil,1.17e-09
com-,1.6600000000000002e-06
com.,0.000166
coma,5.4999999999999995e-05
comate,0.0
comatose,6.460000000000001e-06
comatulid,0.0
comb,3.31e-05
comb jelly,2.1200000000000002e-07
comb.,3.31e-05
combat,0.00036300000000000004
combat fatigue,6.040000000000001e-07
combat team,3.37e-06
combat zone,2.15e-06
combatant,8.32e-06
combative,7.589999999999999e-06
combe,2.88e-06
comber,1.29e-06
combination,0.000407
combination lock,1.8000000000000001e-06
combination tone,1.76e-06
combinative,0.0
combinatorial analysis,4.5500000000000004e-08
combinatorial topology,3.55e-08
combine,0.000135
combined,0.000479
combined operations,2.91e-06
combings,0.0
combining form,7.65e-07
combo,6.31e-05
combust,2.75e-06
combustible,7.24e-06
combustion,3.7199999999999996e-05
combustion chamber,3.3e-07
combustor,6.92e-07
comdg.,0.0
come,0.006030000000000001
come about,4.86e-05
come across,1.3700000000000001e-05
come along,1.72e-05
come at,5.38e-05
come away,2.46e-05
come between,2.98e-05
come by,5.3200000000000006e-05
come forward,1.08e-05
come in,5.84e-05
come into,4.11e-05
come of,5.88e-05
come off,3.5300000000000004e-05
come out,4.8200000000000006e-05
come over,4.01e-05
come round,1.1200000000000001e-05
come through,3.32e-05
come to,5.89e-05
come up,4.8400000000000004e-05
come upon,1.08e-05
come-hither,6.160000000000001e-08
come-on,5.61e-05
comeback,0.000112
comedian,9.120000000000001e-05
comedic,2.4e-05
comedienne,1.66e-06
comedietta,0.0
comedo,1.38e-07
comedown,1.41e-06
comedy,0.000324
comedy of manners,5.59e-07
comely,2.29e-06
comer,7.24e-06
comestible,1.41e-07
comet,4.37e-05
comeuppance,2.1899999999999998e-06
comfit,1.86e-07
comfort,0.000257
comfort station,2.0500000000000003e-06
comfortable,0.000457
comforter,6.460000000000001e-06
comfrey,7.59e-07
comfy,4.2699999999999994e-05
comic,0.000263
comic book,2.4000000000000003e-06
comic opera,1.0900000000000002e-06
comic relief,1.51e-06
comic strip,1.2200000000000002e-06
comical,1.7e-05
coming,0.0025099999999999996
comitative,1.23e-07
comitia,3.98e-07
comity,1.29e-06
comm.,2.34e-05
comma,1.8599999999999998e-05
comma bacillus,3.95e-08
comma fault,1.79e-07
comma splice,5.3000000000000005e-08
command,0.0005009999999999999
command car,4.26e-06
command guidance,1.5e-06
command module,6.720000000000001e-07
command paper,3.5100000000000003e-06
command performance,3.7200000000000004e-06
command post,4.23e-06
commandant,1.74e-05
commandeer,1.7399999999999999e-06
commander,0.000324
commander in chief,2.5800000000000003e-06
commanding,6.92e-05
commanding officer,6.5e-07
commandment,1.48e-05
commando,2.04e-05
comme il faut,1.26e-08
commeasure,0.0
commedia dell'arte,5.75e-09
commemorate,3.09e-05
commemoration,1.95e-05
commemorative,1.7e-05
commence,3.89e-05
commencement,3.02e-05
commend,1.78e-05
commendam,2e-07
commendation,9.999999999999999e-06
commendatory,5.13e-07
commensal,1.0500000000000001e-06
commensurable,2.95e-07
commensurate,6.76e-06
comment,0.000759
commentary,0.000155
commentate,1.6999999999999998e-06
commentative,0.0
commentator,4.68e-05
commerce,0.000234
commercial,0.0008320000000000001
commercial art,5.83e-06
commercial bank,5.28e-06
commercial college,5.750000000000001e-06
commercial credit,4.54e-06
commercial fertilizer,2.5500000000000005e-07
commercial law,6.46e-06
commercial paper,4.87e-06
commercial pilot,2.37e-06
commercial traveler,3.56e-07
commercialism,2.75e-06
commercialize,2.51e-06
commie,8.32e-06
comminate,0.0
commination,0.0
commingle,3.55e-07
comminute,0.0
comminuted fracture,8e-09
commiserate,1.62e-06
commissar,4.79e-06
commissariat,2.6300000000000002e-06
commissary,6.460000000000001e-06
commission,0.0008129999999999999
commission plan,5.74e-06
commissionaire,2.82e-07
commissioned officer,8.4e-07
commissioner,0.000269
commissure,3.8e-07
commit,0.000214
commitment,0.000269
committal,4.3700000000000005e-06
committee,0.00102
committeeman,1.55e-06
committeewoman,3.24e-07
commix,0.0
commixture,0.0
commode,2e-06
commodious,8.91e-07
commodity,7.24e-05
commodity exchange,6.57e-07
commodore,2.34e-05
common,0.0015799999999999998
common carrier,1.74e-06
common chord,4.34e-07
common cold,6.3100000000000006e-06
common council,6.84e-06
common denominator,1.34e-07
common divisor,2.6300000000000004e-08
common fraction,8.620000000000001e-07
common ground,7.4700000000000005e-06
common knowledge,5.7900000000000005e-06
common law,1.02e-05
common logarithm,3.3000000000000004e-08
common man,1.28e-05
common measure,3.48e-06
common multiple,5.45e-06
common noun,3.97e-07
common people,1.46e-05
common pleas,3.1700000000000005e-07
common prayer,2.26e-06
common property,7.11e-06
common room,9.630000000000001e-06
common school,1.2100000000000001e-05
common scold,6.43e-08
common sense,7.830000000000001e-06
common stock,5.54e-06
common time,1.47e-05
common touch,5.37e-06
common year,1.3500000000000001e-05
common-law marriage,4.530000000000001e-06
commonable,0.0
commonage,0.0
commonality,5.37e-06
commonalty,1.86e-07
commoner,6.92e-06
commonly,0.00024
commonplace,2.57e-05
commonplace book,2.5500000000000005e-07
commons,0.000138
commonsense realism,4.09e-08
commonweal,7.24e-07
commonwealth,0.000219
commorancy,0.0
commorant,0.0
commotion,1.35e-05
commove,0.0
communal,4.79e-05
communalism,1.38e-06
communalize,0.0
commune,1.9999999999999998e-05
communicable,6.31e-06
communicant,4.47e-07
communicate,0.00015800000000000002
communication,0.000479
communications satellite,1.3800000000000001e-06
communications zone,2.2300000000000002e-06
communicative,8.71e-06
communion,3.98e-05
communion cloth,2.9000000000000003e-07
communion of saints,3.1200000000000004e-07
communism,6.31e-05
communist,0.00020899999999999998
communistic,1.15e-06
communitarian,1.0700000000000001e-06
community,0.00219
community chest,2.88e-06
community college,1.0100000000000002e-05
community singing,3.3000000000000006e-06
communize,0.0
commutable,2.82e-07
commutate,0.0
commutation,2.6899999999999997e-06
commutation ticket,2.67e-08
commutative,3.24e-06
commutative law,3.2300000000000005e-08
commutator,1.38e-06
commute,3.63e-05
commuter,2.7499999999999998e-05
commutual,0.0
comose,0.0
comp,7.08e-05
comp.,7.08e-05
compact,0.000115
compaction,3.24e-06
compagnie,2.51e-06
compander,0.0
companion,0.000135
companion ladder,5.97e-07
companionable,6.92e-07
companionate,2.4e-07
companionate marriage,2.4e-09
companionship,1.55e-05
companionway,4.57e-07
company,0.00398
company officer,8.44e-06
company union,9.23e-06
compar.,4.07e-07
comparable,0.00012
comparative,5.89e-05
comparative government,5.800000000000001e-07
comparative linguistics,1.8500000000000003e-07
comparative literature,5.16e-07
comparative method,5.39e-07
comparator,3.0899999999999996e-06
compare,0.000282
comparison,0.000324
compartment,4.37e-05
compartmentalize,1.2599999999999998e-06
compass,5.4999999999999995e-05
compass card,5.23e-07
compass course,5.39e-07
compass plant,5.13e-07
compass rose,5.07e-07
compass saw,5.36e-07
compassion,8.91e-05
compassionate,3.5499999999999996e-05
compatible,9.33e-05
compatriot,6.31e-06
compeer,1.38e-07
compel,1.91e-05
compellation,0.0
compelling,9.55e-05
compendious,5.37e-07
compendium,1.1200000000000001e-05
compensable,6.459999999999999e-07
compensate,6.03e-05
compensation,0.000214
compensatory,7.76e-06
compete,0.000245
competence,3.8e-05
competency,1.8599999999999998e-05
competent,8.32e-05
competition,0.0008129999999999999
competitive,0.00037200000000000004
competitor,6.46e-05
compilation,7.08e-05
compile,2.4e-05
compiler,2.34e-05
complacence,2.0899999999999998e-07
complacency,1.1200000000000001e-05
complacent,1.55e-05
complain,0.00017
complainant,1.23e-05
complaint,0.00020899999999999998
complaisance,1.0699999999999999e-07
complaisant,2.29e-07
complect,0.0
complected,2.88e-07
complement,5.89e-05
complemental,0.0
complementary,3.63e-05
complementary angle,3.15e-07
complementary color,3.4800000000000005e-07
complementary distribution,3.35e-07
complete,0.00126
completion,0.000166
complex,0.000724
complex fraction,8.100000000000001e-07
complex number,6.17e-06
complex sentence,2.49e-06
complex variable,1.12e-06
complexion,1.95e-05
complexioned,4.68e-07
complexity,0.00010499999999999999
compliance,0.00014800000000000002
compliancy,1.48e-07
compliant,2.63e-05
complicacy,0.0
complicate,1.82e-05
complicated,0.000295
complication,2.04e-05
complice,0.0
complicity,1.07e-05
compliment,8.13e-05
complimentary,2.2400000000000002e-05
compline,5.89e-07
complot,1.4500000000000001e-07
comply,0.00010999999999999999
compo,2.1400000000000003e-06
component,0.00020899999999999998
compony,1.7000000000000001e-07
comport,1.29e-06
comportment,5.5e-07
compos mentis,3.23e-09
compose,2.88e-05
composed,0.00018600000000000002
composer,7.08e-05
composing room,2.72e-07
composing stick,2.63e-07
composite,8.71e-05
composite number,8.53e-07
composite photograph,5.760000000000001e-07
composite school,8.559999999999999e-07
composition,0.000214
composition of forces,1.75e-06
compositor,1.41e-06
compossible,0.0
compost,1.62e-05
composure,1.51e-05
compotation,0.0
compote,1.82e-06
compound,0.00015099999999999998
compound engine,1.24e-06
compound eye,1.32e-06
compound flower,9.61e-07
compound fraction,5.69e-07
compound fracture,3.77e-07
compound interest,1.37e-06
compound leaf,7.920000000000001e-07
compound lens,7.480000000000001e-07
compound microscope,2.62e-07
compound number,1.4600000000000002e-06
compound sentence,1.08e-06
compound time,1.5e-06
comprador,1.86e-07
comprehend,5.0100000000000005e-05
comprehensible,5.13e-06
comprehension,3.7199999999999996e-05
comprehensive,0.000229
comprehensive school,2.19e-06
compress,1.17e-05
compressed,4.17e-05
compressed air,4.1e-07
compressibility,1.02e-06
compression,6.610000000000001e-05
compression ratio,5.15e-07
compressive,3.98e-06
compressor,2.4e-05
comprise,4.17e-05
compromise,0.000141
compte rendu,4.01e-09
comptroller,1.17e-05
compulsion,1.26e-05
compulsive,1.95e-05
compulsory,5.0100000000000005e-05
compunction,1.55e-06
compurgation,0.0
computation,2.2400000000000002e-05
compute,2.57e-05
computer,0.000933
computer typesetting,3.62e-08
computerize,3.02e-07
comrade,3.5499999999999996e-05
comradery,5.009999999999999e-07
comstockery,0.0
con,0.000191
con amore,7.800000000000001e-08
con brio,2.4200000000000005e-08
con dolore,3.23e-09
con fuoco,6.43e-09
con game,1.8400000000000002e-06
con man,1.85e-06
con moto,2.31e-07
con spirito,8.47e-09
con-,1.91e-06
con.,0.000191
conation,0.0
conative,1.41e-07
conatus,2.24e-07
conc.,1.86e-06
concatenate,4.9e-07
concatenation,1.86e-06
concave,1.05e-05
concavity,7.08e-07
concavo-concave,0.0
concavo-convex,0.0
conceal,3.31e-05
concealment,8.32e-06
concede,3.02e-05
conceit,6.61e-06
conceited,7.589999999999999e-06
conceivable,1.48e-05
conceive,2.51e-05
concelebrate,0.0
concent,3.55e-07
concenter,0.0
concentrate,0.000117
concentrated,9.120000000000001e-05
concentration,0.00018600000000000002
concentration camp,1.43e-06
concentre,0.0
concentric,8.32e-06
concept,0.000589
conceptacle,0.0
conception,5.6200000000000004e-05
conceptual,4.17e-05
conceptualism,4.68e-07
conceptualize,3.89e-06
concern,0.000457
concerned,0.000562
concerning,0.00020400000000000003
concernment,1.12e-07
concert,0.000355
concert grand,2.47e-06
concert overture,9.950000000000001e-08
concert pitch,1.53e-06
concertante,3.98e-07
concerted,1.8599999999999998e-05
concertgoer,1.05e-07
concertina,1.86e-06
concertino,3.39e-07
concertize,0.0
concertmaster,1.1e-06
concerto,1.82e-05
concerto grosso,2.86e-08
concession,3.7199999999999996e-05
concessionaire,1.15e-06
concessive,0.0
conch,6.17e-06
concha,2.2399999999999997e-06
conchie,0.0
conchiferous,0.0
conchiolin,0.0
conchoid,0.0
conchoidal,1.86e-07
conchology,3.8e-07
concierge,1.35e-05
conciliar,1.0500000000000001e-06
conciliate,5.62e-07
conciliator,6.76e-07
conciliatory,5.75e-06
concinnate,0.0
concinnity,0.0
concinnous,0.0
concise,2.88e-05
conciseness,6.61e-07
concision,5.89e-07
conclave,6.460000000000001e-06
conclude,7.94e-05
conclusion,0.00025100000000000003
conclusive,1.9999999999999998e-05
concoct,2.6899999999999997e-06
concoction,6.460000000000001e-06
concomitance,0.0
concomitant,5.6199999999999996e-06
concord,2.9500000000000002e-05
concordance,3.1600000000000002e-06
concordant,1e-06
concordat,1.48e-06
concourse,7.94e-06
concrescence,0.0
concrete,0.000275
concrete music,2.5400000000000002e-06
concrete noun,3.55e-07
concrete number,2.5800000000000003e-06
concrete poetry,1.3100000000000002e-06
concretion,4.07e-07
concretize,1.62e-07
concubinage,5.75e-07
concubine,6.61e-06
concupiscence,5.009999999999999e-07
concupiscent,1.66e-07
concur,1.51e-05
concurrence,3.63e-06
concurrent,3.09e-05
concurrent resolution,2.8600000000000005e-07
concuss,1.02e-07
concussion,3.63e-05
concussion grenade,2e-07
condemn,5.2499999999999995e-05
condemnation,3.31e-05
condemnatory,5.009999999999999e-07
condemned cell,8.29e-07
condensable,2.24e-07
condensate,5.75e-06
condensation,1.32e-05
condensation trail,1.2600000000000002e-07
condense,5.13e-06
condensed,2.51e-05
condensed milk,2.3800000000000001e-07
condenser,7.24e-06
condescend,1.7800000000000001e-06
condescendence,0.0
condescending,1.26e-05
condescension,5.13e-06
condign,2.57e-07
condiment,5.01e-06
condition,0.000724
conditional,3.89e-05
conditioned,4.37e-05
conditioned response,4.19e-07
conditioner,2.45e-05
conditioning,7.76e-05
condole,4.47e-07
condolence,6.03e-06
condolent,0.0
condom,3.98e-05
condominium,1.26e-05
condonation,1.55e-07
condone,1.48e-05
condor,9.12e-06
condottiere,2.24e-07
conduce,2.95e-07
conducive,1.74e-05
conduct,0.00033099999999999997
conductance,3.0899999999999996e-06
conduction,9.55e-06
conductive,1.15e-05
conductivity,1.38e-05
conductor,6.31e-05
conduit,1.91e-05
conduplicate,0.0
condyle,8.71e-07
condyloid,0.0
condyloma,0.0
cone,6.759999999999999e-05
cone shell,5.3e-07
coneflower,3.72e-07
coney,1.15e-05
conf.,1.07e-05
confab,9.33e-07
confabulate,0.0
confabulation,5.62e-07
confect,1.29e-07
confection,3.02e-06
confectionary,1.55e-06
confectioner,1.29e-06
confectioners' sugar,1.51e-08
confectionery,9.12e-06
confederacy,1.7e-05
confederate,5.0100000000000005e-05
confederation,2.82e-05
confer,1.55e-05
conferee,0.0
conference,0.00102
conferral,5.13e-07
conferva,0.0
confess,6.610000000000001e-05
confessedly,1.86e-07
confession,7.59e-05
confessional,1.1200000000000001e-05
confessor,7.76e-06
confetti,1.07e-05
confidant,8.51e-06
confidante,3.89e-06
confide,7.94e-06
confidence,0.000447
confidence game,4.12e-06
confidence man,4.18e-06
confident,0.000269
confidential,7.94e-05
confidential communication,6.81e-07
confiding,2.1899999999999998e-06
configuration,9.33e-05
configurationism,0.0
